title_spanish,tconst,actors,director,writter
Yellowstone,tt4236770,"nm0000126,nm2093766,nm0717709",,nm0513170
El nivel secreto,tt33204697,"nm8937582,nm1116914,nm0851317",,nm14044194
Shameless,tt1586680,"nm0000513,nm3103119,nm2087739",,nm0008036
La virgen roja,tt27599713,"nm0632385,nm5235293,nm1938814",nm2315216,nm4485092
Parpadea dos veces,tt14858658,"nm7609875,nm1475594,nm0790057",nm2368789,nm2368789
On call: Long Beach P.D.,tt8788606,"nm10207167,nm7068228,nm10003182",,nm7068228
La que se avecina,tt0922037,"nm1687275,nm1411221,nm0410706",,nm1461377
Rivales,tt16426418,"nm4576311,nm4853066,nm3918035",nm0345174,nm3936259
La plataforma,tt14273790,"nm0322513,nm0358922,nm5878360",,nm12455092
El joven Sheldon,tt6226232,"nm8071137,nm1409365,nm1115741",,nm0521143
El señor de los anillos: Los anillos de poder,tt7631058,"nm6077056,nm8190914,nm0249876",,nm4259881
The Boys,tt1190634,"nm0881631,nm4425051,nm1102278",,nm1212017
The Office,tt0386676,"nm0933988,nm1024677,nm0278979",,nm0199948
Dragon Ball Z Kai,tt1409055,"nm0637586,nm0945881,nm0770832",,nm1890325
Fargo,tt2802850,"nm2798112,nm0000671,nm0004988",,nm1279638
Incendies,tt1255953,"nm1323233,nm4841645,nm0320721",nm0898288,nm1416431
Fallout,tt12637874,"nm3480246,nm2343418,nm0324658",,nm9329350
Gladiador,tt0172495,"nm0000128,nm0001618,nm0001567",nm0000631,nm0291905
Mulholland Drive,tt0166924,"nm0915208,nm0060931,nm1250340",nm0000186,nm0000186
Beast Games,tt31812476,"nm10055663,nm11877717,nm10714478",,nm14573176
Dr. House,tt0412142,"nm0491402,nm0000494,nm0004898",,nm0794914
This Is Us,tt5555260,"nm0893257,nm0601553,nm1250791",,nm1557594
Código: Traje rojo,tt14948432,"nm0425005,nm0262635,nm0005154",nm0440458,nm0604555
Attack on Titan,tt2560140,"nm2171329,nm0745310,nm2986974",,nm4697729
Interestelar,tt0816692,"nm0000995,nm0000190,nm3237775",nm0634240,nm0634300
Cross,tt11794812,"nm0927865,nm0388038,nm2248149",,nm8427457
Culpa tuya,tt28510079,"nm5913850,nm10140379,nm1799971",nm0328126,nm13982803
Parásitos,tt6751668,"nm0814280,nm1310525,nm1856097",nm0094435,nm0094435
Peaky Blinders,tt2442560,"nm0614165,nm2167957,nm2570706",,nm1140275
Chicago P.D.,tt2805096,"nm0000892,nm1005514,nm2313758",,nm0104973
Chicago Fire,tt2261391,"nm1978325,nm0831601,nm2866876",,nm0104973
Alice (Subservience),tt24871974,"nm1083271,nm9016108,nm0956526",nm5642951,nm4816650
Sin Tregua,tt1855199,"nm0350453,nm0671567,nm2358540",nm0043742,nm0043742
Those About to Die,tt10569934,"nm3701064,nm0554120,nm9381634",,nm0543438
The Expanse,tt3230854,"nm1711829,nm4625680,nm1434871",,nm6439608
Chicago Med,tt4655480,"nm0012679,nm0580924,nm0001624",,nm0104973
El cuento de la criada,tt5834204,"nm0005253,nm2088803,nm0235652",,nm0588005
Reacher,tt9288030,"nm2024927,nm3080233,nm0329511",,nm1676193
Alas blancas,tt11068094,"nm7291339,nm12495300,nm0888092",nm0286975,nm0093560
Love Actually,tt0314331,"nm0631490,nm0279524,nm1141990",nm0193485,nm0193485
Supernatural,tt0460681,"nm0655585,nm0010075,nm0172557",,nm0471392
Merlí,tt4580372,"nm0649649,nm0690290,nm1507717",,nm2108530
The Witching Season,tt4993722,"nm4731768,nm7717280,nm8246537",,nm5257743
La suerte de los Logan,tt5439796,"nm5008863,nm1475594,nm0641389",nm0001752,nm0039583
12 hombres sin piedad,tt3882322,"nm6646602,nm6646603,nm5241849",nm4086601,nm4086601
Doctor Who,tt0436992,"nm0855039,nm1741002,nm0109070",,nm0628285
Mr. & Mrs. Smith,tt14044212,"nm2255973,nm4224109,nm0200452",,nm8015244
Mr. Robot,tt4158110,"nm1785339,nm0000225,nm3361199",,nm1322753
Fleabag,tt5687612,"nm3564817,nm5427486,nm1469236",,nm3564817
Memories of Murder (Crónica de un asesino en serie),tt0353969,"nm0814280,nm1235292,nm1323287",nm0094435,nm0094435
The Good Doctor,tt6470478,"nm0383603,nm0771493,nm0004991",,nm0794914
La liberación,tt32879566,"nm5096234,nm0699258,nm2415604",,nm2004888
El asesino del juego de citas,tt7737800,"nm0447695,nm4683167,nm0355024",nm0447695,nm2295916
Duna,tt1160419,"nm3154303,nm0272581,nm1209966",nm0898288,nm3123612
Kimetsu no Yaiba: Guardianes de la Noche,tt11032374,"nm5137121,nm6981978,nm1683003",nm1417038,nm10281577
Reina roja,tt20883126,"nm2780716,nm3986032,nm2033210",,nm1077639
Noche y dia,tt1013743,"nm0000129,nm0000139,nm0765597",nm0003506,nm0642277
Aquí no hay quien viva,tt0381733,"nm0968559,nm0191123,nm0082118",,nm2244391
La chica salvaje,tt9411972,"nm8402992,nm4973896,nm6170168",nm3229507,nm3380457
Ella,tt0327679,"nm0004266,nm0199215,nm0000144",nm0641373,nm0185934
Origen,tt9813792,"nm0674782,nm1503432,nm0047248",,nm7650310
Akira,tt0094625,"nm0412628,nm0765815,nm0468708",nm0960028,nm0960028
New Amsterdam,tt7817340,"nm2375297,nm2857778,nm1544650",,nm4080457
El señor de los anillos: La comunidad del anillo,tt0120737,"nm0397102,nm0032370,nm0000276",nm0001392,nm0866058
Odio el verano,tt26745482,"nm0959304,nm0968559,nm13860333",nm8061816,nm1319488
Shutter Island,tt1130884,"nm0000138,nm0749263,nm0001426",nm0000217,nm0436164
No es país para viejos,tt0477348,"nm0000169,nm0000849,nm0000982",nm0001053,nm0001054
El juego de la muerte,tt15521624,"nm10036313,nm9041199,nm12981971",nm9653761,nm9653761
Aída,tt0440981,"nm1346713,nm0900402,nm0646575",,nm2538293
Hit Man. Asesino por casualidad,tt20215968,"nm1412974,nm5245722,nm3994184",nm0000500,nm0000500
Yo no soy esa,tt27672967,"nm1531585,nm3479390,nm1499472",nm0728048,nm3963209
30 monedas,tt9764386,"nm0273464,nm3816157,nm1775614",,nm0346277
La ciudad de las estrellas (La La Land),tt3783958,"nm0331516,nm1297015,nm2353430",nm3227090,nm3227090
Cómo cazar a un monstruo,tt33050454,"nm16392245,nm9142592,nm16501323",,nm1202178
Downton Abbey,tt1606375,"nm0095017,nm3882295,nm0141697",,nm0271501
El juego del asesino,tt0327785,"nm1176985,nm16535493,nm15339800",nm0675102,nm0712444
Ley y orden: Unidad de Víctimas Especiales,tt0203259,"nm0002127,nm0001384,nm0282648",,nm0937725
The Blacklist,tt2741602,"nm0000652,nm1459109,nm0502015",,nm0092578
South of Hell,tt4147780,"nm0002546,nm2185539,nm0748541",,nm2187301
Crónicas vampíricas,tt1405406,"nm0913587,nm0813812,nm0334159",,nm0687096
Super Mario Bros: La película,tt6718170,"nm0724656,nm0085312,nm1146051",nm1739338,nm3821363
Tren bala,tt12593682,"nm0000093,nm1428821,nm1093951",nm0500610,nm5599654
La leyenda de Vox Machina,tt11247158,"nm1154161,nm0043552,nm0424534",,nm0699372
El show de Truman,tt0120382,"nm0000120,nm0001473,nm0001187",nm0001837,nm0629272
Zodiac,tt0443706,"nm0350453,nm0749263,nm0000381",nm0000399,nm0888743
Dulce estafa,tt19636984,"nm0553269,nm0224565,nm2280428",,nm5094589
Atrápame si puedes,tt0264464,"nm0000138,nm0000158,nm0000686",nm0000229,nm0007646
El legado del diablo,tt7784604,"nm1842974,nm0000321,nm0001057",nm4170048,nm4170048
Los Tudor,tt0758790,"nm0001667,nm0147147,nm0112390",,nm0386694
Mi yo del futuro,tt18559464,"nm5204873,nm2201555,nm4007171",nm1177914,nm1177914
Cuerpo escombro,tt30244989,"nm3657043,nm2574226,nm1238859",nm1210984,nm1210984
No te preocupes querida,tt10731256,"nm6073955,nm4089170,nm1517976",nm1312575,nm4199289
La caza,tt8787372,"nm3816157,nm2523877,nm1050811",,nm0554962
"Nosferatu, vampiro de la noche",tt0079641,"nm0001428,nm0000254,nm0004486",nm0001348,nm0001348
El mentalista,tt1196946,"nm0048932,nm0000677,nm1085727",,nm0375285
Culpa Mía,tt21909764,"nm5913850,nm10140379,nm1799971",nm0328126,nm13982803
Algunos hombres buenos,tt0104257,"nm0000129,nm0000197,nm0000193",nm0001661,nm0815070
El hombre elefante,tt0080678,"nm0000164,nm0000457,nm0000843",nm0000186,nm0212246
La juventud,tt3312830,"nm7088459,nm2321715,nm11837337",nm0815204,nm0815204
Nefarious. Cuando habla el diablo,tt14537248,"nm0001218,nm0067768,nm0645122",nm0465484,nm0813301
El Padre,tt10272386,"nm1469236,nm0000164,nm0309693",nm1725469,nm0358960
Matrix,tt0133093,"nm0000206,nm0000401,nm0005251",nm0905154,nm0905152
Los Fabelman,tt14208870,"nm0931329,nm0200452,nm0736622",nm0000229,nm0000229
The Good Fight,tt5853176,"nm0004724,nm1511685,nm2148665",,nm0455080
Look Back: Continúa Dibujando,tt31711040,"nm11866850,nm11504420,nm0756874",nm2545337,nm2545337
En fin,tt27599915,"nm0968559,nm2423567,nm10175874",,nm5388554
Salvar al soldado Ryan,tt0120815,"nm0000158,nm0001744,nm0122653",nm0000229,nm0734441
Concrete Utopia,tt13086266,"nm0496932,nm6124994,nm3291520",nm6174515,nm6174515
Érase una vez en… Hollywood,tt7131622,"nm0000138,nm0000093,nm3053338",nm0000233,nm0000233
La red social,tt1285016,"nm0251986,nm1913734,nm3728884",nm0000399,nm0815070
Fast & Furious X,tt1013752,"nm0004874,nm0908094,nm0108287",nm0510912,nm0604555
Calendario mortal,tt30292390,"nm4533391,nm3437701,nm3177935",nm5528406,nm4443178
Imparable: La historia de Anthony Robles,tt3864060,"nm7851611,nm4549417,nm0000182",nm0325549,nm0150749
El hombre en el castillo,tt1740299,"nm1111968,nm0209249,nm0001722",,nm0001140
Blade Runner,tt0083658,"nm0000148,nm0000707,nm0000442",nm0000631,nm0266684
Las chicas Gilmore,tt0238784,"nm0334179,nm0088127,nm0012962",,nm0792371
Los hombres de Paco,tt0475464,"nm0869718,nm0631326,nm1685281",,nm1210565
Malditos bastardos,tt0361748,"nm0000093,nm0491259,nm0910607",nm0000233,nm0000233
Minority Report,tt0181689,"nm0000129,nm0001884,nm0004996",nm0000229,nm0291082
El Juego del Ascensor,tt10919420,"nm0497631,nm1059827,nm1601080",,nm1375363
Apocalipsis Z: El principio del fin,tt27599851,"nm0946962,nm4170579,nm7152208",nm2165066,nm3857756
La rueda del tiempo,tt33613787,"nm16583770,nm4444754",nm15318905,nm4444754
Besnilo,tt5628902,"nm0888882,nm2618951,nm0040470",nm3609341,nm0785063
Midsommar,tt8772262,"nm6073955,nm2930503,nm9859585",nm4170048,nm4170048
Orgullo y prejuicio,tt0414387,"nm0461136,nm1506908,nm0683253",nm0942504,nm0595738
Naruto Shippuden,tt0988824,"nm7597176,nm0847594,nm0281068",,nm1618263
Shrek,tt0126029,"nm0000196,nm0000552,nm0000139",nm0011470,nm0825308
Paatal Lok,tt9680440,"nm4188433,nm5873799,nm1493836",,nm2907705
The O.C.,tt0362359,"nm0001251,nm0746414,nm1360270",,nm0777300
Spider-Man: Sin camino a casa,tt10872600,"nm4043618,nm3918035,nm1212722",nm1218281,nm0571344
Samuel,tt6208950,"nm2452327,nm0006878,nm4884577",nm0299309,nm0299309
La Navidad pasada,tt3043594,"nm0032375,nm0962261,nm1136435",nm0266302,nm0836129
El diario de Bridget Jones,tt0243155,"nm0000250,nm0428121,nm0408309",nm0536632,nm0276144
Regreso al futuro,tt0088763,"nm0000150,nm0000502,nm0000670",nm0000709,nm0000709
Train to Busan,tt5700672,"nm1508003,nm1869756,nm3011350",nm3613566,nm6711056
"Elf, el duende",tt0319343,"nm0002071,nm0001001,nm0627878",nm0269463,nm1183854
Hasta el último hombre,tt2119532,"nm1940449,nm1372922,nm5681790",nm0000154,nm0770938
Jurassic Park (Parque Jurásico),tt0107290,"nm0000554,nm0000368,nm0000156",nm0000229,nm0000341
La maravillosa Sra. Maisel,tt5788792,"nm3014031,nm0097504,nm1652433",,nm0792371
Family Man,tt0218967,"nm0000115,nm0000495,nm0000332",nm0711840,nm0224601
El jurado,tt0313542,"nm0000131,nm0000432,nm0000163",nm0001219,nm0001300
Pombo,tt31724597,"nm12467676,nm6513163,nm9728468",,nm14480403
Malena,tt0213847,"nm0000899,nm0837868,nm0270119",nm0868153,nm0868153
Fullmetal Alchemist: Brotherhood,tt1355642,"nm0931060,nm0443509,nm2467242",,nm2086079
Le Mans '66,tt1950186,"nm0000354,nm0000288,nm1256532",nm0003506,nm0125336
El buen patrón,tt13066182,"nm0000849,nm1254805,nm11579814",nm0508208,nm0508208
El maestro jardinero,tt15342244,"nm0249291,nm0000244,nm9165599",nm0001707,nm0001707
El diario de Noah,tt1650043,"nm2325393,nm1256602,nm0006713",nm0101047,nm0007091
Intocable,tt1675434,"nm0167388,nm1082477,nm0494504",nm0619923,nm0619923
Fear the Walking Dead,tt3743822,"nm0231458,nm1486317,nm2261396",,nm1891501
Iron man - El hombre de hierro,tt0371746,"nm0000375,nm0005024,nm0000313",nm0269463,nm1318843
Radical,tt14570440,"nm0220240,nm0352646,nm14156436",nm2343031,nm2343031
El lobo de Wall Street,tt0993846,"nm0000138,nm1706767,nm3053338",nm0000217,nm1010540
Crueles intenciones,tt15532306,"nm7511512,nm9535564,nm11466546",,nm5342249
Saltburn,tt17351924,"nm4422686,nm8624059,nm5994098",nm2193504,nm2193504
La terminal,tt0362227,"nm0000158,nm0001876,nm0001804",nm0000229,nm0629272
Lazos de Vida,tt13097932,"nm0000164,nm0000565,nm1926865",nm0369949,nm0185309
Cuéntame cómo pasó,tt0302447,"nm0002181,nm0239158,nm0302061",,nm2128871
Día de entrenamiento,tt0139654,"nm0000243,nm0000160,nm0001277",nm0298807,nm0043742
Tenet,tt6723592,"nm1798449,nm2131630,nm0882616",nm0634240,nm0634240
Naruto,tt0409591,"nm0847594,nm0281068,nm1512156",,nm1618263
Gattaca,tt0119177,"nm0000160,nm0000235,nm0000683",nm0629272,nm0629272
El hombre de la Tierra,tt0756683,"nm0807900,nm0865302,nm0082517",nm0770942,nm0003198
Cinema Paradiso,tt0095765,"nm0041066,nm0134073,nm0199774",nm0868153,nm0868153
El infiltrado,tt1399664,"nm1089991,nm1469236,nm0677944",,nm1016333
Batman,tt1877830,"nm1500155,nm2368789,nm0942482",nm0716257,nm0716257
Pequeñas mentirosas,tt1578873,"nm0069079,nm1667364,nm1423955",,nm0454783
El primer día de mi vida,tt1974617,"nm1014196,nm0098709,nm0310586",,
Cuatro bodas y un funeral,tt0109831,"nm0000424,nm0281424,nm0001003",nm0001565,nm0193485
Pequeños detalles,tt10016180,"nm0000243,nm1785339,nm0001467",nm0359387,nm0359387
Maxton Hall: Un mundo entre nosotros,tt27792190,"nm8445337,nm3784578,nm12269275",,nm5422165
Invincible,tt6741278,"nm3081796,nm0644897,nm0799777",,nm3079117
Indiana Jones y la última cruzada,tt0097576,"nm0000148,nm0000125,nm0001186",nm0000229,nm0090151
Joker,tt7286456,"nm0001618,nm0000134,nm5939164",nm0680846,nm0680846
Citas,tt0343660,"nm0001191,nm0000106,nm0001705",nm0781842,nm1286500
Smallville,tt0279600,"nm0919991,nm0532928,nm0471036",,nm0332184
Batman: La Serie Animada,tt0103359,"nm0175834,nm0956544,nm0368561",,nm0277730
One Tree Hill,tt0368530,"nm0502342,nm0124208,nm0480798",,nm0777043
Mentiroso compulsivo,tt0119528,"nm0000120,nm0005491,nm0178176",nm0001723,nm0345488
Campeones: Oliver y Benji,tt0294023,"nm0382534,nm0465160,nm0840720",,nm2074030
Encontré al diablo,tt1588170,"nm0496932,nm0158856,nm1926499",nm0453518,nm4219902
Ubel Blatt,tt32581027,"nm7654167,nm7645092,nm14007924",,nm3280561
El señor de los anillos: El retorno del rey,tt0167260,"nm0032370,nm0040012,nm0000276",nm0001392,nm0866058
Donnie Darko,tt0246578,"nm0350453,nm0651660,nm0350454",nm0446819,nm0446819
Gossip Girl,tt0397442,"nm0515116,nm1015262,nm0046112",,nm1335634
Los Juegos del Hambre,tt1392170,"nm0001804,nm0004747,nm2225369",nm0002657,nm0002657
Star Trek: Lower Decks,tt9184820,"nm5634295,nm4425051,nm3644706",,nm0572982
E.T. el extraterrestre,tt0083866,"nm0908914,nm0001794,nm0001075",nm0000229,nm0558953
Guerra sin reglas,tt5177120,"nm0147147,nm2024927,nm1641117",nm0005363,nm0848496
22.11.63,tt2879552,"nm0290556,nm0300589,nm1126657",,nm1531276
Dos hombres y medio,tt0075954,"nm0618920,nm0167070,nm0191123",nm0317856,nm0529936
Una mente maravillosa,tt0268978,"nm0000128,nm0000438,nm0000124",nm0000165,nm0326040
Puntos suspensivos,tt24300758,"nm0673391,nm0180580,nm0840762",nm1319488,nm1776760
Compliance,tt1971352,"nm0235652,nm0785854,nm2439111",nm0957505,nm0957505
John Wick 4,tt10366206,"nm0000206,nm0000401,nm1745190",nm0821432,nm8748334
Apocalypse Now,tt0078788,"nm0000008,nm0000640,nm0000380",nm0000338,nm0587518
Endeavour,tt2701582,"nm1140345,nm0019885,nm0103495",,nm0223294
La hora del diablo,tt14379784,"nm3565962,nm0134922,nm4857296",,nm10620428
Greenland: El último refugio,tt7737786,"nm0124930,nm1072555,nm9819444",nm0006846,nm2133655
Detective Conan,tt0131179,"nm0847439,nm0906722,nm11432743",,nm1108327
El pacto,tt4873118,"nm0350453,nm1502469,nm4727272",nm0005363,nm0005363
Medina: El estafador de famosos,tt32889222,"nm2151270,nm2170367,nm3503146",,nm13052244
Las dos caras de la verdad,tt0117381,"nm0000152,nm0001473,nm0001498",nm0387706,nm0225942
Generación V,tt13159924,"nm3596959,nm3835303,nm5828485",,nm0736622
Troya,tt0332452,"nm0002103,nm0004051,nm0428923",nm0000583,nm0392955
Isabel,tt2011533,"nm1043338,nm0534528,nm0761110",,nm1000380
Jurassic World,tt31036941,"nm0047332,nm0424060,nm1670029",nm2284484,nm0000341
Million Dollar Baby,tt0405159,"nm0000142,nm0005476,nm0000151",nm0000142,nm0353673
Monkey Man,tt9214772,"nm2353862,nm3329873,nm15973762",nm2353862,nm2353862
Los Juegos del Hambre: Balada de Pájaros Cantores y Serpientes,tt10545296,"nm11274700,nm15272520,nm0771332",nm1349376,nm2078681
Cure,tt0123948,"nm0945131,nm0353717,nm0880299",nm0475905,nm0475905
Made in Abyss,tt7222086,"nm7617524,nm2540995,nm0160049",,nm4469098
Al salir de clase,tt0122335,"nm0544402,nm0399095,nm0015872",,nm0190840
El transportador,tt0293662,"nm0005458,nm0795517,nm0075710",nm0504642,nm0000108
Loco y estúpido amor,tt1570728,"nm0136797,nm0331516,nm0000194",nm0275629,nm1557594
Jurassic World: El regne caigut,tt4881806,"nm0695435,nm0397171,nm1245863",nm1291105,nm2081046
Todos quieren a Daisy Jones,tt8749198,"nm2142336,nm3510471,nm6714979",,nm2513896
¡Peligro de la cultura pop!,tt32367963,"nm1906042,nm0318114,nm10137949",,nm6601619
Beekeeper: El protector,tt15314262,"nm0005458,nm8287501,nm2373989",nm0043742,nm0934483
El clan de los irlandeses,tt0100685,"nm0000576,nm0000438,nm0000198",nm0423333,nm0570738
Pesadilla en el Infierno,tt6195094,"nm3706952,nm0267785,nm2107127",nm1052791,nm1052791
Imperio,tt0460829,"nm0344734,nm0538048,nm0951471",nm0000186,nm0000186
Secretos de un escándalo,tt13651794,"nm0000204,nm3461890,nm6217576",nm0001331,nm2092552
Hay algo en el granero,tt23060796,"nm0771414,nm3822505,nm0787449",nm0994368,nm8490586
Sing Street,tt3544112,"nm6916321,nm5801651,nm0448204",nm0138809,nm8823854
Glass (Cristal),tt6823368,"nm0564215,nm0000246,nm0000168",nm0796117,nm0796117
Apocalypto,tt0472043,"nm2199632,nm2199664,nm1372610",nm0000154,nm0000154
Mamma mia!,tt0795421,"nm1086543,nm0001745,nm0000112",nm1630273,nm0424735
Uncharted: Fuera del Mapa,tt1464335,"nm4043618,nm0000242,nm0000104",nm0281508,nm1988994
El callejón de las almas perdidas,tt8332798,"nm1086543,nm0991979,nm2913280",,nm17114287
Contratiempo,tt4857264,"nm1832584,nm0905676,nm0180580",nm1079062,nm1079062
Modern Love,tt8543390,"nm0004266,nm2129662,nm1154749",,nm0138809
Jack Ryan de Tom Clancy,tt5057054,"nm1024677,nm0682495,nm0446672",,nm0002007
Al filo del mañana,tt1631867,"nm0000129,nm1289434,nm0322407",nm0510731,nm0003160
Los Serrano,tt0362372,"nm0720277,nm0094625,nm0596544",,nm1210565
Pesadilla en la cocina,tt2555320,"nm2954821,nm0749817,nm5474534",,nm1984780
Presunto culpable,tt7654820,"nm0616475,nm0844845,nm0617799",,nm2956356
Historias para no contar,tt14149544,"nm1298582,nm3779182,nm2626646",nm0310747,nm0032720
Bob Esponja,tt0206512,"nm0444786,nm0120309,nm0265067",,nm0384864
Cicatriz,tt29902246,"nm6914293,nm9603583,nm2157531",,nm11278260
Un puente hacia Terabithia,tt0398808,"nm1242688,nm1455681,nm0221046",nm0190780,nm0830969
Venganza: Nunca subestimes a una mujer,tt6738136,"nm4436761,nm1822271,nm0173003",nm0267287,nm0267287
Retrato de una mujer en llamas,tt8613070,"nm4374524,nm1194748,nm4714676",nm1780037,nm1780037
Física o química,tt1153059,"nm0586774,nm2863907,nm2566876",,nm0599413
American Fiction,tt23561236,"nm0942482,nm4169254,nm0018099",nm6852255,nm6852255
Ghost (Más allá del amor),tt0099653,"nm0000664,nm0000193,nm0001282",nm0958387,nm0748022
Poirot,tt0094525,"nm0837064,nm0292140,nm0413946",,nm0028672
Collateral,tt0369339,"nm0000129,nm0004937,nm0000586",nm0000520,nm0064181
Robbery Cassette,tt25785724,"nm13559482,nm13559483,nm4460989",,nm13559482
Unwelcome,tt12447796,"nm4789912,nm3150488,nm0000538",nm1229323,nm4821008
Vinland Saga,tt10233448,"nm3727237,nm3340306,nm6257948",,nm2296270
Terminator 2: El juicio final,tt0103064,"nm0000216,nm0000157,nm0000411",nm0000116,nm0000116
"Expiación, más allá de la pasión",tt0783233,"nm1519680,nm2854564,nm0000950",nm0942504,nm0568605
El caballero verde,tt9243804,"nm8272760,nm2208050,nm2353862",nm1108007,nm1108007
El señor de los anillos: Las dos torres,tt0167261,"nm0021600,nm0000276,nm0045324",nm0001392,nm0866058
Celda 211,tt31223067,"nm0699258,nm1452557,nm11685824",,nm3840957
Monk,tt0312172,"nm0001724,nm0337020,nm0505971",,nm0106563
Avatar: La leyenda de Aang,tt0417299,"nm0048389,nm0878940,nm0926165",,nm0227204
Argo,tt1024648,"nm0000255,nm0186505,nm0000273",nm0000255,nm0006516
Desastre en China,tt9283920,"nm2108643,nm9045234,nm7928249",nm0482592,nm4221145
Testigo de cargo,tt0051201,"nm0000061,nm0000017,nm0001452",nm0000697,nm0002005
El Grinch,tt0170016,"nm0000120,nm0597410,nm3679189",nm0000165,nm0317450
El pueblo,tt8038148,"nm1693112,nm1699333,nm2525166",,nm2538293
Palm Springs,tt9484998,"nm1676221,nm2129662,nm0799777",nm3817317,nm4460791
2 Broke Girls,tt1845307,"nm0993507,nm3396631,nm0606541",,nm1579753
Arrow,tt2193021,"nm0708981,nm1854386,nm4703025",,nm0075528
BlackBerry: el inicio de la historia,tt21867434,"nm0059431,nm1097351,nm4798740",nm4798740,nm13973237
Mortal Engines,tt1571234,"nm2623492,nm1588066,nm0915989",nm0729514,nm0909638
Overlord,tt4530422,"nm5381254,nm0751518,nm7230577",nm1170339,nm0712753
Una historia del Bronx,tt0106489,"nm0000134,nm0001590,nm0000969",nm0000134,nm0001590
Ahora que no estás,tt33992477,"nm1795865,nm7390926,nm1670567",,nm1349821
Saw X: El juego del miedo,tt21807222,"nm0068551,nm0809938,nm4033934",nm0340436,nm1539257
Dallas Buyers Club,tt0790636,"nm0000190,nm0004950,nm0001467",nm0885249,nm1258965
Das Boot (El submarino),tt0082096,"nm0001638,nm0344963,nm0921044",nm0000583,nm0000583
Mala persona,tt22889682,"nm0885219,nm0968559,nm1253636",nm8061816,nm1847914
Una buena persona,tt14153080,"nm6073955,nm0000151,nm9305936",nm0103785,nm0103785
Inmaculada,tt23137390,"nm2858875,nm1486647,nm6350234",nm2278537,nm1664084
Traffic,tt0181865,"nm0001125,nm0889846,nm0154530",nm0001752,nm0601881
Nadie nos va a extrañar,tt32896333,"nm7337670,nm7988485,nm10925919",,nm5572916
Historia De Honor,tt7693316,"nm3718007,nm1412974,nm2325956",nm2300570,nm3419858
Una rubia muy legal,tt0250494,"nm0000702,nm0005561,nm0004757",nm0525659,nm0113005
Invitación al infierno,tt12873562,"nm2812026,nm6015235,nm0675730",nm3701612,nm1397455
Grantchester,tt3747572,"nm0338292,nm0668854,nm1632403",,nm1271538
American Gods,tt1898069,"nm1340638,nm0115161,nm1462340",,nm0298188
Boarding Gate: Seducción y muerte,tt0493402,"nm0000782,nm0000514,nm0510914",nm0000801,nm0000801
El internado,tt1024810,"nm1709128,nm2288618,nm1721834",,nm0069210
El nombre de la rosa,tt0432998,"nm0260957,nm1025355,nm0209448",nm0749121,nm1770032
Upload,tt7826376,"nm2064412,nm3698103,nm3769827",,nm0199948
Destino de caballero,tt0183790,"nm0005132,nm0001722,nm0815370",nm0001338,nm0001338
Beautiful Boy: siempre serás mi hijo,tt1226837,"nm0136797,nm0005491,nm6244013",nm0886976,nm1729294
Comanchería,tt2582782,"nm0225460,nm0004936,nm1517976",nm0533284,nm0792263
Expatriadas,tt8773420,"nm0000173,nm0710605,nm10955564",,nm10015431
Háblame,tt10638522,"nm8490058,nm6006955,nm13567262",nm4053334,nm4053334
Rompenieves (Snowpiercer),tt1706620,"nm0262635,nm0814280,nm0000438",nm0094435,nm2441468
Lo que hacemos en las sombras,tt7908628,"nm1315378,nm1546196,nm5857106",,nm9789526
El hijo,tt7752126,"nm0006969,nm0219292,nm6676262",nm0946521,nm0348160
La Lista Final,tt11743610,"nm0695435,nm2090422,nm2018237",,nm11332719
Lucía y el sexo,tt0254455,"nm0891895,nm0880554,nm0632385",nm0575523,nm0575523
La lady Jane,tt11379456,"nm7515939,nm5680444,nm0151250",,nm12855316
La cabaña del terror,tt1259521,"nm1393354,nm1165110,nm0404307",nm1206844,nm0923736
"Señor, dame paciencia",tt5991410,"nm0844983,nm0658041,nm3816157",nm2283012,nm2283012
Un desastre es para siempre,tt26546123,"nm0819851,nm4722966,nm3614131",nm0474955,nm0474955
El verano que me enamoré,tt14016500,"nm12528485,nm10447374,nm3918709",,nm6614229
¡Marchando!,tt0348333,"nm0005351,nm0267506,nm0519043",nm1301035,nm1301035
Enemigo a las puertas,tt0215750,"nm0000179,nm0001212,nm0001838",nm0000269,nm0000269
¿A quién ama Gilbert Grape?,tt0108550,"nm0000136,nm0000138,nm0000496",nm0002120,nm0373282
Cómo entrenar a tu dragón 2,tt26743210,"nm9296746,nm9135274,nm0124930",nm0213450,nm0213450
Harlem,tt10608454,"nm6349706,nm0328709,nm10046181",,nm2002824
Llaman a la puerta,tt15679400,"nm1176985,nm2676147,nm3198781",nm0796117,nm4723782
Operación Fortune: El gran engaño,tt7985704,"nm0005458,nm2201555,nm0000144",nm0005363,nm0005363
Bosch,tt3502248,"nm0920038,nm0373100,nm0032628",,nm0175093
"Que te den, Kevin",tt9257258,"nm2251884,nm3947241,nm2853625",,nm6636465
Amazon Music Live,tt23062300,"nm5183361,nm13041925,nm1211443",,nm14363925
In Cold Water: The Shelter Bay Mystery,tt32832561,"nm16742634,nm16742628,nm16742629",,nm3234544
Beau tiene miedo,tt13521006,"nm0001618,nm0526985,nm0752407",nm4170048,nm4170048
Undone,tt8101850,"nm4023073,nm2512132,nm0005186",,nm4369688
Weeds,tt0439100,"nm0000571,nm1446060,nm1071252",,nm0463176
