title_spanish,tconst,actors,director,writter
Kaiji,tt1202625,"nm8467331,nm13157532,nm0353717",,nm2472678
Una maleta,tt26773401,"nm1059413,nm1508003,nm11348699",,nm16674887
El tiempo entre costuras,tt1864750,"nm1246047,nm1005292,nm0880554",,nm3761908
Dash & Lily,tt1758589,"nm3641002,nm6377764,nm3293126",,nm2578825
JoJo's Bizarre Adventure,tt2359704,"nm1720779,nm2233310,nm1328775",,nm1064632
Cry Macho,tt1924245,"nm0000142,nm0948267,nm2732125",nm0000142,nm1010405
El 5 inicial,tt33294894,"nm9136047,nm1429908,nm7118162",,
Dragon Ball Super: Broly,tt30277682,,,
Sr. y Sra. Smith,tt14044212,"nm2255973,nm4224109,nm0200452",,nm8015244
Black Sea (Mar tenebroso),tt2261331,"nm0000179,nm0203801,nm0317275",nm0531817,nm2393111
La noche de Halloween,tt21359906,"nm13875448,nm13775138,nm13875449",nm13775135,nm13875448
Kingsman: El círculo de oro,tt4649466,"nm5473782,nm5685205,nm1259756",nm0891216,nm0963359
Aprender a soltar,tt27410895,"nm0097077,nm1914298,nm1341296",nm0097077,nm0097077
Testamento: La historia de Moisés,tt31589872,"nm0001097,nm0676370,nm9104337",,nm0743239
Bailando (Step Up),tt0462590,"nm1475594,nm1564087,nm1690482",nm0281945,nm0012137
A la caza de espíritus malignos,tt13273826,"nm9525210,nm0950510,nm4135839",,nm10970758
Zombiverso,tt26770113,"nm15284075,nm14533124,nm8835214",,
Más allá del adiós,tt22248376,"nm6662487,nm9549868,nm7083517",,nm15028176
Biónicos,tt16427902,"nm7392029,nm16216479,nm12698620",nm4139472,nm11858929
La sombra de la sospecha,tt0326503,,nm0575721,nm0959640
Bridget Jones: Sobreviviré,tt0317198,"nm0000250,nm0428121,nm0000980",nm0452319,nm0276144
¿Y ahora qué? El futuro según Bill Gates,tt33184626,"nm0309540,nm3078932,nm0000116",,
"Come, reza, ama",tt0879870,"nm0000210,nm4001891,nm3741301",nm0614682,nm0614682
Historia de un matrimonio,tt1552047,"nm1667410,nm3237372",nm3576619,nm3576619
Kleo,tt15135104,"nm3436464,nm3368403,nm4381156",,nm0352514
El marginal,tt5820976,"nm8229229,nm3014594,nm0728373",,nm0128382
Al borde del abismo,tt19862722,"nm0001065,nm1552362,nm10495105",nm3957989,nm3957989
Ana Tramel. El juego,tt11853880,"nm0893941,nm0893638,nm1990986",,nm0763634
Cómo vivir contigo mismo,tt8880894,"nm0748620,nm3201406,nm13503159",,nm1308367
Bumblebee,tt4701182,"nm2794962,nm7449863,nm1078479",nm1325899,nm5429637
La piel que habito,tt1189073,"nm0000104,nm0025745,nm0004650",nm0000264,nm0000264
Merlí. Sapere Aude,tt9415632,"nm1507717,nm0700229,nm6581080",,nm2108530
Donnie Brasco,tt0119008,"nm0000199,nm0000136,nm0000514",nm0001565,nm0685587
Alias Grace,tt1034007,"nm0300589,nm5685205,nm4428734",,nm0041194
Diamantes en bruto,tt5727208,"nm11243726,nm11243727,nm11243728",nm1509478,nm2563482
Fuera de las sombras,tt28349451,"nm9503879,nm11102581,nm9397877",nm3464186,nm3464186
Zombieland: Mata y remata,tt1560220,"nm0000437,nm0251986,nm1297015",nm0281508,nm1014201
El canto del lobo,tt7458762,"nm2476624,nm1082477,nm0440913",nm5494785,nm5494785
Time Trap,tt4815122,"nm0565823,nm2258992,nm3526370",nm3246780,nm3246780
Love is Blind: Alemania,tt11704040,"nm0005114,nm0591373,nm14629520",,nm8649527
El amor vuelve a casa,tt32889672,"nm1097536,nm1790874,nm4944775",,
Los hermanos Menendez,tt33481094,"nm1377203,nm1062652,nm0580036",nm0366914,nm7691245
Ferry 2,tt30021427,"nm0483576,nm5333701,nm4117068",nm4193732,nm2960550
Victorious,tt1604099,"nm1842439,nm2193861,nm2711305",,nm0773759
Sombras tenebrosas,tt1077368,"nm0000136,nm0000201,nm0000307",nm0000318,nm0334381
Ocho apellidos catalanes,tt3626742,"nm3657043,nm0253216,nm1197737",nm0554880,nm1141070
Goyo,tt32598483,"nm3014594,nm0243257,nm0897845",nm0138759,nm0138759
[REC],tt1038988,"nm0892299,nm0970337,nm1970851",nm0049371,nm0049371
Tadeo Jones 3: La Tabla Esmeralda,tt14941698,"nm1504627,nm1229738,nm1043338",nm1955897,nm1990571
Sexo/Vida,tt10839422,"nm1083404,nm1036181,nm3699960",,nm9977070
El portal: La historia oculta de Zona Divas,tt33293193,"nm10692367,nm16552484,nm6659561",,nm2156418
Rez Ball,tt15181360,"nm15784122,nm3906656,nm12278447",nm2978148,nm2978148
El hombre que amaba los platos voladores,tt33051716,"nm0768614,nm5639151,nm1297986",nm1195308,nm1195308
Big Mouth,tt6524350,"nm1802209,nm1825214,nm1585728",,nm0280814
"Dirk Gently, Agencia de investigaciones holísticas",tt4047038,"nm1154650,nm0000704,nm2000954",,nm0010930
Damsel,tt13452446,"nm5611121,nm0935653,nm0000291",nm0294379,nm2669197
Los feos,tt13186604,"nm1428821,nm2769343,nm5469428",nm0629334,nm2106079
En el corazón del mar,tt1390411,"nm1165110,nm0907548,nm0614165",nm0000165,nm0495378
The Eye (Visiones),tt0406759,"nm0004695,nm0005273,nm0000205",nm1219963,nm0349406
En un lugar salvaje,tt10265034,"nm0000705,nm0065007,nm3593638",nm0000705,nm10610566
Objetivo: La Casa Blanca,tt2302755,"nm0124930,nm0001173,nm3124890",nm0298807,nm4950667
La familia Benetón,tt29138109,"nm3335067,nm2482976,nm15260701",nm1107016,nm1210984
El olvido que seremos,tt11385336,"nm0194572,nm12313987,nm3729068",nm0874096,nm7428985
Destino final,tt0195714,"nm0001701,nm0005123,nm0005445",nm0939128,nm0604688
Hotel Transilvania 2,tt2510894,"nm0001191,nm1676221,nm1411125",nm0850733,nm0806912
El único superviviente,tt1091191,"nm0000242,nm2018237,nm0386472",nm0000916,nm0000916
Muñeca rusa,tt7520794,"nm0005169,nm1854211,nm2336966",,nm2853516
Las fuerzas de élite más poderosas del mundo,tt25166726,"nm16359045,nm16113412,nm11721161",,
Colombiana,tt1657507,"nm0757855,nm0003244,nm0416694",nm0576298,nm0000108
Concursante,tt0447907,"nm0768614,nm0503443,nm1067496",nm0181579,nm0181579
La serie Divergente: Insurgente,tt2908446,"nm0000701,nm2541974,nm0001616",nm0777881,nm3929259
Cuenta atrás: Paul vs. Tyson,tt33501968,"nm0001384,nm4777243,nm0005512",,
The Machine,tt11040844,"nm0470679,nm0000434,nm5555161",nm1534595,nm0470679
Amor de calendario,tt9866072,"nm0731075,nm3478396,nm0155693",nm0925870,nm0667330
Con quién viajas,tt11645056,"nm1892699,nm1308063,nm2863907",nm2826449,nm2826449
Desde cero,tt11252254,"nm0757855,nm5177845,nm4314990",,nm6106553
Los cuatro de la Candelaria,tt1632701,"nm0532683,nm0389069,nm1423048",,nm0466689
Jurassic World: Teoría del dinocaos,tt29899148,"nm4677867,nm7462382,nm2263115",,nm9237281
Tomb Raider,tt1365519,"nm2539953,nm0922035,nm0324658",nm1012385,nm4039044
Aterrizaje de emergencia en tu corazón,tt10850932,"nm1593460,nm1162030,nm1981533",,nm3638267
Sky Rojo,tt8690776,"nm0845189,nm1775614,nm1292111",,nm2651446
Scream 3,tt0134084,"nm0000630,nm0869728,nm0413996",nm0000127,nm0932078
Las mariposas negras,tt14485734,"nm0245164,nm0034390,nm6096047",,nm0008080
Un mensaje antes de Navidad,tt27915407,"nm2278896,nm1769806,nm0247720",nm0668814,nm4426398
Un monstruo viene a verme,tt3416532,"nm6484968,nm0000244,nm0428065",nm1291105,nm4710432
El amor es ciego: Reino Unido,tt11704040,"nm0005114,nm0591373,nm14629520",,nm8649527
El hogar de Miss Peregrine para niños peculiares,tt1935859,"nm1200692,nm2633535,nm0000168",nm0000318,nm2207353
El caso Hartung,tt10834220,"nm4439530,nm3140538,nm1111444",,nm1227825
Las últimas vacaciones,tt0408985,"nm0001451,nm0005112,nm0000459",nm0911061,nm0696949
La guerra del planeta de los simios,tt3450958,"nm0785227,nm0000437,nm0001872",nm0716257,nm0093560
Diamante de sangre,tt0450259,"nm0000138,nm0005023,nm0000124",nm0001880,nm0495378
Scissor Seven,tt10384610,"nm13951279,nm10572395,nm1789106",,nm11227999
Hostal,tt0450278,"nm0379596,nm1277177,nm1898448",nm0744834,nm0744834
Babel,tt0449467,"nm0000093,nm0000949,nm2415554",nm0327944,nm0037247
Sherlock Holmes,tt0988045,"nm0000375,nm0000179,nm1046097",nm0005363,nm3467335
"tick, tick... Boom!",tt8721424,"nm1940449,nm3381295,nm1296587",nm0592135,nm4697007
El caso Asunta (Operación Nenúfar),tt7979992,"nm11642448,nm11642462,nm11642441",,nm1202178
Safe,tt7902072,"nm0355910,nm6020428,nm0007893",,nm1454192
Voluntad,tt26067432,"nm1769711,nm1683009,nm5774930",nm2139803,nm0429741
El novio,tt32551794,"nm6595080,nm3874590,nm1515422",,
Las tres hijas,tt28491891,"nm4689420,nm0005169,nm0647634",nm0414337,nm0414337
Tokyo Ghoul,tt3741634,"nm5137121,nm4045170,nm1754270",,nm1309787
El destino de Júpiter,tt1617661,"nm0005109,nm1475594,nm0000293",nm0905154,nm0905152
Mi vida con los chicos Walter,tt8323628,"nm9058135,nm10840325,nm9841773",,nm10259486
The Amazing Spider-Man 2: El poder de Electro,tt1872181,"nm1940449,nm1297015,nm0004937",nm1989536,nm0476064
Los bandidos del oro,tt15441086,"nm4436761,nm8995141,nm9973430",,nm5187666
Primos,tt10622790,"nm4882830,nm10830326,nm5780202",nm6864027,nm4882830
Déjame entrar,tt1139797,"nm2968765,nm2968351,nm0706537",nm0019247,nm0512137
Las sirenas de Mako,tt2548214,"nm5098626,nm2527305,nm2387231",,nm0793291
Somos los Miller,tt1723121,"nm0000098,nm0837177,nm0731075",nm1098493,nm1462097
Jugando con fuego,tt15251764,"nm0491065,nm6072942,nm0134686",,nm10743407
La gloria,tt18546840,"nm0001556,nm2772701,nm3560022",nm1100946,nm1100946
"Te quiero, imbécil",tt9359344,"nm1273697,nm1164730,nm2088872",nm0563760,nm2508408
Padres por desigual,tt1528854,"nm0002071,nm0000242,nm0004802",nm1890845,nm0122602
Valerian y la ciudad de los mil planetas,tt2239822,"nm2851530,nm5353321,nm0654110",nm0000108,nm0160391
Solo una noche de juegos,tt28301898,"nm3096358,nm1361049,nm1031534",nm0678450,nm7712429
Punto de inflexión: La bomba y la Guerra Fría,tt26227818,"nm11218514,nm2360823,nm1467063",,
El código del miedo,tt1656190,"nm0005458,nm4313845,nm0121559",nm0945026,nm0945026
Los reyes magos,tt0400771,"nm0180580,nm0248364,nm0002181",nm0622826,nm1563122
Aves de presa (y la fantabulosa emancipación de Harley Quinn),tt7713068,"nm3053338,nm0001609,nm0935541",nm4014166,nm5429637
Jentry Chau contra el inframundo,tt27368999,"nm4399227,nm6299248,nm1315809",,nm8458604
El último baile,tt16366836,"nm0362766,nm0252230,nm1017334",nm0545150,nm0545150
Sly,tt28254460,"nm0000230,nm0821734,nm0381273",nm0956890,nm10139757
Bridget Jones' Baby,tt1473832,"nm0000250,nm0428121,nm0000980",nm0536632,nm0276144
Tres metros sobre el cielo,tt2263570,"nm0033096,nm1832584,nm2024943",nm3164038,nm3164038
Babadook,tt2321549,"nm0204583,nm5231168,nm0568399",nm0448768,nm0448768
El camino de regreso,tt2457412,,nm5326273,nm5326456
La culpa no es mía,tt34896285,"nm4852615,nm2314198,nm5003477",nm0723309,nm5751623
La jefatura de Gia-Gun,tt31158593,"nm8826678,nm9095390,nm2213579",,nm7415410
The Purge: La noche de las bestias,tt2184339,"nm0000160,nm0372176,nm1370269",nm0218621,nm0218621
Vince McMahon: El titán de la WWE,tt33301469,"nm0573093,nm0578425,nm9769515",,
El asesino (War),tt0499556,"nm0001472,nm0005458,nm0518821",nm0041161,nm2184243
Agente cinturón negro,tt28494829,"nm5311765,nm5470717,nm4408951",nm8460699,nm2986576
Scooby Doo,tt0267913,"nm0005327,nm0001264,nm0000498",nm0331532,nm0348181
El chico que salvó la Navidad,tt10187208,"nm0001749,nm10842729,nm2181128",nm1481493,nm0662530
Al final del túnel,tt5133308,"nm0768614,nm0248371,nm1242939",nm0334824,nm0334824
Mujeres al borde de un ataque de nervios,tt0095675,"nm0560962,nm0000104,nm0785565",nm0000264,nm0000264
Lara Croft: Tomb Raider - La cuna de la vida,tt0325703,"nm0001401,nm0124930,nm0001354",nm0000957,nm1212988
Boxeador,tt32244931,"nm4730834,nm3740794,nm1455087",nm1840911,nm16089356
Transformers: El lado oscuro de la luna,tt1399103,"nm0479471,nm2492819,nm0241049",nm0000881,nm0472567
Manhattan: La ciudad de oro,tt3783958,"nm0331516,nm1297015,nm2353430",nm3227090,nm3227090
Si no te hubiese conocido,tt8517780,"nm1379745,nm2196708,nm2779214",,nm0067618
El método Kominsky,tt7255502,"nm0000140,nm1807222,nm4004372",,nm0521143
Dos policías rebeldes,tt0112442,"nm0102288,nm0848075,nm0944687",nm0000881,nm0303032
Chef's Table,tt4295140,"nm3616414,nm5673197,nm3128700",,
La novia,tt2734566,"nm2285844,nm1073929,nm1292111",nm2315216,nm1512598
La vecina de al lado,tt13850398,"nm7689783,nm11738620,nm15934056",nm6641868,nm0270800
Una historia muy real,tt13655456,"nm0366389,nm0000648,nm2825058",,nm4002545
Kong: La isla calavera,tt3731562,"nm1089991,nm0000168,nm0488953",nm3611349,nm0319659
El diablo a todas horas,tt7395114,"nm0803889,nm4043618,nm8928696",nm1290515,nm1290515
La Tierra Errante,tt7605074,"nm0943104,nm0628806,nm7613071",nm4914792,nm7286732
Madagascar,tt0351283,"nm0001774,nm0001674,nm0001710",nm0201509,nm0123666
Inside Job,tt10231312,"nm0135221,nm0000225,nm0241173",,nm5077533
El caso Yara Gambirasio: Más allá de toda duda razonable,tt32843606,"nm16342620,nm16342613,nm16342604",,nm1559332
Scream 6,tt17663992,"nm0001073,nm4574440,nm4911194",nm2366012,nm0888743
Durante la tormenta,tt6908274,"nm1246047,nm3779182,nm0349522",nm1079062,nm1079062
Guerra de cucharas blancas contra negras,tt33040785,"nm5319331,nm2615067,nm8613984",,nm16621355
Bailar para el diablo: La secta de 7M en TikTok,tt32307218,"nm9160812,nm5454817,nm15235083",,
Sunset: La milla de oro,tt9817298,"nm1919140,nm10527995,nm5508293",,
Todos quieren salvarse,tt14987274,"nm8863839,nm9088356,nm0408538",,nm0116263
Causa justa,tt0113501,"nm0000125,nm0000401,nm0001009",nm0322865,nm0441896
Das Signal,tt25375256,"nm1164552,nm3973870,nm12045165",,nm1164552
La reina Carlota: Una historia de Los Bridgerton,tt14661396,"nm6042130,nm0027957,nm0265610",,nm9992180
Mi otra yo,tt14899624,"nm1735048,nm1204660,nm2704055",,nm13894179
Ágora,tt1186830,"nm0001838,nm1540404,nm1209966",nm0024622,nm0024622
Destino final 2,tt0195714,"nm0001701,nm0005123,nm0005445",nm0939128,nm0604688
Soy Ilary,tt35052467,"nm2444487,nm16310664,nm3072169",,
Masters del Universo: Revolución,tt27052533,"nm2552034,nm0192377,nm0000434",,nm7900122
Soy Martha Stewart,tt16227044,"nm1240741,nm3046788,nm2012088",nm0191712,
El niñero,tt30249004,"nm1214700,nm7992174,nm3499992",,nm5422920
2 Fast 2 Furious: A todo gas 2,tt0322259,"nm0908094,nm0879085,nm0578949",nm0005436,nm0860155
La madre de la novia,tt1093357,"nm0386472,nm1880888,nm1540404",nm0329755,nm3123612
El bosque de los suicidios,tt3387542,"nm1754059,nm2151126,nm0901110",nm4941030,nm2406892
Skywalkers: Una historia de amor,tt30319830,"nm10161787,nm15730407",nm1905310,nm1905310
El código que valía millones,tt15392100,"nm0933740,nm4807677,nm10740420",,nm2047699
Black Summer,tt8923854,"nm0454809,nm2812549,nm7194683",,nm4627875
Los asesinatos de Buckingham,tt0118401,"nm0626719,nm0943857,nm0413289",,nm0333956
"Buenos días, Veronica",tt12987918,"nm2638779,nm0307393,nm0347364",,nm2032393
Insidious: La última llave,tt5726086,"nm0005417,nm1191481,nm0760151",nm0733263,nm1191481
El tiempo contigo,tt9426210,"nm10321662,nm10030720,nm4836118",nm1396121,nm1396121
Sweet Tooth: El niño ciervo,tt12809988,"nm1996829,nm8087548,nm2901344",,nm4571811
La Barbie negra,tt26593387,"nm3253176,nm14524825,nm0914141",nm3253176,nm3253176
Curso del 63,tt16229456,"nm13152284,nm13152281,nm13152286",,
La brújula dorada,tt0385752,"nm0000173,nm0185819,nm2301950",nm0919363,nm0919363
Dulces magnolias,tt9077540,"nm0305272,nm0254395,nm0372186",,nm0027446
Megalodón 2: La fosa,tt9224104,"nm0005458,nm0943104,nm8528988",nm1296554,nm0388377
Deuda de sangre,tt0309377,"nm0000142,nm0001099,nm0001378",nm0000142,nm0175093
The Lure,tt5278832,"nm4658761,nm5584702,nm0695835",nm2835452,nm2835629
El agente invisible,tt1649418,"nm0331516,nm0262635,nm1869101",nm0751648,nm0751648
Cuestión de justicia,tt4916630,"nm0004937,nm11324875,nm0362268",nm2308774,nm2308774
El espía,tt13587032,"nm0649638,nm12556371,nm0043389",,nm0096375
Dolor y gloria,tt8291806,"nm0000104,nm1292111,nm0768614",nm0000264,nm0000264
Minions y sus amigos: Volumen 2,tt23382644,"nm1853544,nm3269138,nm7058841",nm1853544,nm1853544
El Cisne,tt0947798,"nm0000204,nm0005109,nm0001993",nm0004716,nm2114730
Contagio,tt1598778,"nm0000569,nm1239049,nm0387319",nm0001752,nm1994243
Expediente Warren: obligado por el demonio,tt7069210,"nm0933940,nm0267812,nm4754741",nm1980431,nm0424901
La flor de mi secreto,tt0113083,"nm0004650,nm0248364,nm0255979",nm0000264,nm0000264
1899,tt9319668,"nm2387806,nm2902567,nm0682960",,nm2171633
La Serpiente,tt4285496,"nm7047915,nm7047916,nm0082052",nm1458734,nm5305003
Mentiras desesperadas,tt27505298,"nm0655945,nm0109973,nm4392832",,nm1154868
Géminis,tt0366544,"nm0051822,nm0266723,nm1738113",nm0140337,nm0140337
El sindicato,tt12610390,"nm0000242,nm0000932,nm0799777",nm0267497,nm3620967
Una Cenicienta moderna,tt0356470,"nm0240381,nm0177639,nm0614877",nm0743093,nm1354901
Rey Arturo: la leyenda de Excalibur,tt1972591,"nm0402271,nm2793591,nm0000179",nm0005363,nm1703612
Blue Beetle,tt9362930,"nm4927704,nm1367490,nm3121384",nm3924049,nm3722546
Flash,tt3107288,"nm2652716,nm2765384,nm1263939",,nm0075528
Destino final 3,tt0414982,"nm0935541,nm0581365,nm0501210",nm0939128,nm0604688
Porco Rosso,tt0104652,"nm0605797,nm0441401,nm1185314",nm0594503,nm0594503
Bloodshot,tt1634106,"nm0004874,nm2555462,nm1537825",nm1702145,nm0905592
Misión imposible 2,tt0120755,"nm0000129,nm0779084,nm0628601",nm0000247,nm0312367
Star Trek: Espacio profundo nueve,tt0106145,"nm0000984,nm0041281,nm0517467",,nm0075834
Dirty Pop: La estafa detrás de las boy bands,tt32758825,"nm0005096,nm0234014,nm9250942",,
Strawman,tt28366799,"nm5851110,nm7624647,nm5599291",nm0322894,nm1733303
La saga Crepúsculo: Luna nueva,tt1259571,"nm0829576,nm0419363,nm1500155",nm0919363,nm0742279
Ferry: La serie,tt28466970,"nm0483576,nm1837583,nm3804007",,nm2960550
Alerta en lo profundo,tt0149261,"nm0005048,nm0004787,nm0000168",nm0001317,nm0003300
El monstruo de la vieja Seúl,tt22352854,"nm6124994,nm9350760,nm1390122",,nm1149374
Hogar,tt9345754,"nm0349522,nm1832584,nm4264236",nm0665041,nm1883612
Kengan Ashura,tt9058134,"nm0784614,nm2134328,nm0620124",,nm11249013
La monja,tt0371853,"nm1715194,nm0087234,nm1136146",nm0209303,nm0049371
El amanecer del planeta de los simios,tt2103281,"nm0785227,nm0164809,nm0000198",nm0716257,nm0093560
Yofukashi no Uta,tt15975122,"nm10631700,nm6233871,nm8816961",,nm9119982
Las Kardashian,tt1086761,"nm2835957,nm2578007,nm1966407",,nm0780435
Mr. Sunshine,tt7094780,"nm0496932,nm3892241,nm1881661",,nm1757244
El último cazador de brujas,tt1618442,"nm0004874,nm3310211,nm0000704",nm0252135,nm2309430
La sonrisa de Mona Lisa,tt0304415,"nm0000210,nm0000379,nm0005466",nm0001565,nm0465199
Rebel Moon — Part One: Director’s Cut,tt14998742,"nm1154749,nm0005023,nm4534098",nm0811583,nm0811583
Assassin's Creed,tt2094766,"nm1055413,nm0182839,nm0000460",nm0997291,nm2078681
Chiikawa,tt26997679,"nm12993229,nm8361163,nm6376080",,
Orange Is the New Black,tt2372162,"nm2279940,nm0000550,nm2499064",,nm0463176
Historias corrientes,tt1710308,"nm3096205,nm0759525,nm2936993",,nm3096205
Historia de un crimen: Colmenares,tt10242266,"nm6699131,nm7870901,nm0575686",,nm1504247
Escuadrón suicida,tt1386697,"nm0000226,nm2968738,nm0054697",nm0043742,nm0043742
Madagascar 2,tt0479952,"nm0001774,nm0001674,nm0001710",nm0201509,nm1000113
No hables con extraños,tt27534307,"nm0564215,nm4496875,nm1058940",nm1220140,nm1220140
Cómo robar un banco,tt32308418,"nm16235410,nm16235368,nm16235409",nm2290618,nm6284948
Navidad sangrienta,tt0071222,"nm0001377,nm0001158,nm0452288",nm0163706,nm0600860
El señor de la casa,tt6468322,"nm2216549,nm1486647,nm1523587",,nm1210565
El orfanato,tt0464141,"nm0749104,nm0147308,nm2265834",nm1291105,nm1037221
Aquaman,tt1477834,"nm0597388,nm1720028,nm0000353",nm1490123,nm0424901
Spirit: Indomable,tt11084896,"nm5097044,nm6343162,nm5085683",nm4136807,nm0909233
Encierro,tt24870072,"nm0000463,nm6216593,nm1307435",nm2943356,nm0423626
Alquimia de almas,tt20859920,"nm8830548,nm7274214,nm0950510",,nm2291740
Batman: La LEGO película,tt4116284,"nm0004715,nm0148418,nm0206257",nm0003021,nm0334381
Matrix Revolutions,tt0242653,"nm0019569,nm1470128,nm0048127",nm0905154,nm0905152
Inheritance,tt31050620,"nm3697443,nm0406975,nm1289053",nm1139726,nm1139726
La odisea de los giles,tt10384744,"nm0201857,nm0104809,nm0515786",nm0096375,nm0096375
Hellboy,tt2274648,"nm4440305,nm2244852,nm10604409",nm0551076,nm1184676
The Rain,tt27041011,"nm8521562,nm8521564,nm2086851",,nm8375906
Fast & Furious: Aún más rápido,tt1013752,"nm0004874,nm0908094,nm0108287",nm0510912,nm0604555
Resistencia,tt11858890,"nm0913475,nm12719194,nm2110418",nm2284484,nm2284484
"Ella de día, otra de noche",tt30368332,"nm5813319,nm12191543,nm5744538",,nm10812708
Marcella,tt5269594,"nm0295484,nm1110435,nm1660027",,nm0742577
Ginny y Georgia,tt10813940,"nm3526370,nm7228705,nm6595038",,nm7741500
Psycho-Pass,tt2379308,"nm2573928,nm1328076,nm0383022",,nm3256781
La guarida del león,tt33710504,"nm1625874,nm9519483,nm16304070",,nm16637141
"Hillbilly, una elegía rural",tt6772802,"nm0010736,nm0000335,nm2773059",nm0000165,nm8577419
La isla,tt3253930,"nm0349522,nm1666855,nm7102804",nm0735705,nm1943791
Hambre,tt1392170,"nm0001804,nm0004747,nm2225369",nm0002657,nm0002657
Culpable,tt9421570,"nm0350453,nm2142336,nm0765597",nm0298807,nm4446305
Resacón 2: ¡Ahora en Tailandia!,tt1411697,"nm0177896,nm1159180,nm0302108",nm0680846,nm0563301
Mascotas,tt2709768,"nm0127373,nm0832314,nm0366389",nm0719208,nm0666791
Step Up 2 - Street Dance,tt1023481,"nm0263759,nm1382207,nm1782560",nm0160840,nm0426355
Simone Biles vuelve a volar,tt32376945,"nm6721217,nm14152181,nm8354154",,
Cuando la luz se apaga,tt23036540,"nm14179068,nm10174677,nm14179069",nm4156731,nm4156731
"Lilo, mi amigo el cocodrilo",tt14668630,"nm0000849,nm9121761,nm6658398",nm0330347,nm1520948
A cambio de nada,tt3211400,"nm5969653,nm4900182,nm6139163",nm0350044,nm0350044
La fuerza del rugby: Todo por la victoria,tt33040766,"nm10180399,nm7789440",,nm16381319
¿Quién es Anna?,tt8740976,"nm0001043,nm3400186,nm1573892",,nm1003435
Express,tt3402236,"nm5469396,nm9297442,nm4731610",nm0000110,nm0338169
Infierno azul,tt4052882,"nm0515116,nm1049982,nm8395137",nm1429471,nm1097510
A través de mi ventana 3: A través de tu mirada,tt28105944,"nm12494183,nm10207998,nm12494184",nm2253409,nm4485092
Gundam: Réquiem para una venganza,tt30277745,"nm4375829,nm6616990,nm0941268",,nm0383664
El amor en su lugar,tt15444704,"nm6140880,nm6916321,nm3029799",nm0181579,nm0181579
Klass 95: El poder de la belleza,tt33354777,"nm2076167,nm10010118,nm4645138",,nm16931603
Ben 10,tt0760437,"nm0152839,nm0251646,nm1365359",,nm2185413
Cazadores en tierra inhóspita,tt29722855,"nm3011350,nm10801522,nm3113075",nm2441168,nm13983492
Queer Eye,tt7259746,"nm3307410,nm9614109,nm1753363",,nm0172257
El silencio,tt20477492,"nm1422693,nm11579814,nm13693698",,nm1680361
La increíble historia de la Isla de las Rosas,tt10225276,"nm2131030,nm11225107,nm11262431",,nm0674968
Rompiendo las reglas,tt1210166,"nm0000093,nm1706767,nm0000450",nm0587955,nm0001873
Mortal Kombat,tt17490712,"nm7455038,nm0881631,nm9709536",nm2585406,nm2916300
Mientras duermes,tt1437358,"nm0869088,nm1011070,nm0760664",nm0049371,nm1157609
"Airbender, el último guerrero",tt0938283,"nm3226241,nm2353862,nm2443758",nm0796117,nm0796117
FUBAR,tt13064902,"nm0000216,nm0007197,nm4834815",,nm3044034
Skylines,tt9387250,"nm4289392,nm1401022,nm0076780",nm2880943,nm2880943
Star Trek: En la oscuridad,tt1408101,"nm0000559,nm1517976,nm0704270",nm0009190,nm0649460
Love is Blind: Habibi,tt31408266,"nm16692700,nm16692701,nm16692705",,
Bodkin,tt21072112,"nm0191529,nm9570442,nm7368157",,nm12935885
Tu mejor amigo: Un nuevo viaje,tt8385474,"nm1265802,nm0000598,nm3077071",nm0541562,nm1240326
300: El origen de un imperio,tt1253863,"nm0822982,nm1200692,nm0372176",nm1729171,nm0811583
Adam Sandler: Love You,tt33081211,"nm0001191,nm16477705,nm0521781",nm1343394,nm0001191
Embattled,tt6539992,"nm5795728,nm6481846,nm0001151",nm8738653,nm0571346
Formula 1: La emoción de un Grand Prix,tt8289930,"nm3912020,nm2619894,nm6166703",,
CTRL,tt12736014,"nm9203528,nm10205627,nm7212569",nm0003939,nm0003939
Drácula,tt0103874,"nm0000198,nm0000213,nm0000164",nm0000338,nm0831290
Farmacia de guardia,tt0098794,"nm0191159,nm0328286,nm0488585",,nm3167054
Extinción,tt3201640,"nm0671567,nm0135221,nm6076321",nm1587778,nm3079735
Los extraños,tt0482606,"nm2899650,nm2857359,nm0005454",nm1052162,nm1052162
Baywatch: Los vigilantes de la playa,tt1469304,"nm0425005,nm1374980,nm1231899",nm1164861,nm0075276
El jardinero fiel,tt0387131,"nm0000146,nm0001838,nm0468003",nm0576987,nm0128997
Aquellos que desean mi muerte,tt3215824,"nm0001401,nm7567974,nm1256532",nm0792263,nm4509289
Kotaro vive solo,tt15490038,"nm1069584,nm0473873,nm10312295",,nm12967911
Not Friends,tt0108778,"nm0000098,nm0001073,nm0001435",,nm0186331
Las chapas,tt3364386,"nm0864458,nm0412096,nm2653722",nm6117845,
Locura padre,tt1966359,"nm1087229,nm1159180,nm0802876",nm0003394,nm3675159
Golden Kamuy,tt8225204,"nm6257123,nm5329879,nm0846192",,nm2822572
El ritual,tt5638642,"nm1245863,nm2468782,nm1674947",nm1410159,nm3620967
Temurun,tt30833435,"nm3993319,nm6255002,nm2660163",nm13284792,nm14922416
Carmen y Lola,tt7485508,"nm9331937,nm9331938,nm9629476",nm0248401,nm0248401
Rhythm + Flow,tt9278032,"nm1722577,nm8071936,nm0524839",,
